run,model,kd_method,corruption,severity,acc,ece,nll,brier,mean_conf,agreement,kl_ts,agreement_on_teacher_errors
student_resnet20_dkd_nckd,resnet20,dkd,clean,0,0.6876000165939331,0.030177805572748184,1.088879108428955,0.42280787229537964,0.7150176167488098,0.7296000123023987,0.6264989972114563,0.3929765820503235
student_resnet20_dkd_tckd,resnet20,dkd,clean,0,0.661300003528595,0.12632688879966736,1.4218577146530151,0.48606202006340027,0.7876268625259399,0.6873999834060669,1.1403528451919556,0.33695653080940247
student_resnet20_dkd_nckd,resnet20,dkd,gaussian_noise,1,0.3127000033855438,0.2462731897830963,3.338456630706787,0.9050441384315491,0.5585196614265442,0.4893999993801117,1.2097771167755127,0.38798728585243225
student_resnet20_dkd_tckd,resnet20,dkd,gaussian_noise,1,0.30399999022483826,0.3863990008831024,5.086507320404053,1.0236765146255493,0.6903989315032959,0.4172999858856201,2.5126211643218994,0.30734482407569885
student_resnet20_dkd_nckd,resnet20,dkd,gaussian_noise,2,0.16660000383853912,0.3859364986419678,5.307676315307617,1.131223440170288,0.5525365471839905,0.4311000108718872,1.3709481954574585,0.39424461126327515
student_resnet20_dkd_tckd,resnet20,dkd,gaussian_noise,2,0.16429999470710754,0.5057927966117859,8.731274604797363,1.252622127532959,0.670092761516571,0.3779999911785126,2.6354219913482666,0.3440156877040863
student_resnet20_dkd_nckd,resnet20,dkd,gaussian_noise,3,0.09749999642372131,0.4609425663948059,6.93071174621582,1.2507916688919067,0.5584426522254944,0.41110000014305115,1.4644478559494019,0.39422738552093506
student_resnet20_dkd_tckd,resnet20,dkd,gaussian_noise,3,0.09880000352859497,0.5633753538131714,11.899982452392578,1.3575315475463867,0.662000834941864,0.37619999051094055,2.635364294052124,0.36266574263572693
student_resnet20_dkd_nckd,resnet20,dkd,gaussian_noise,4,0.07739999890327454,0.4852696359157562,7.5641679763793945,1.2877094745635986,0.5625684857368469,0.39149999618530273,1.4782254695892334,0.3797236979007721
student_resnet20_dkd_tckd,resnet20,dkd,gaussian_noise,4,0.0828000009059906,0.5770605802536011,13.087987899780273,1.3858124017715454,0.6598606705665588,0.3840000033378601,2.572457790374756,0.3760703206062317
