run,model,kd_method,corruption,severity,acc,ece,nll,brier,mean_conf,agreement,kl_ts,agreement_on_teacher_errors
student_resnet8x4_kd_s2,resnet8x4,kd,speckle_noise,3,0.19300000369548798,0.5505528450012207,6.215253829956055,1.292121171951294,0.7432611584663391,0.3653999865055084,2.847412109375,0.31326693296432495
student_resnet8x4_dkd_nckd,resnet8x4,dkd,speckle_noise,4,0.14429999887943268,0.28572943806648254,4.535734176635742,1.0727459192276,0.4300294518470764,0.4763999879360199,1.1640894412994385,0.46060606837272644
student_resnet8x4_dkd_s1,resnet8x4,dkd,speckle_noise,4,0.13109999895095825,0.47697192430496216,6.08059549331665,1.25511634349823,0.6080719232559204,0.44999998807907104,1.3880611658096313,0.43290042877197266
student_resnet8x4_dkd_s2,resnet8x4,dkd,speckle_noise,4,0.1273999959230423,0.5831365585327148,6.604969501495361,1.3852347135543823,0.7103965282440186,0.44830000400543213,1.8853141069412231,0.4389610290527344
student_resnet8x4_dkd_tckd,resnet8x4,dkd,speckle_noise,4,0.10320000350475311,0.669963002204895,9.85051441192627,1.4865622520446777,0.7731629610061646,0.4020000100135803,3.2143516540527344,0.4098948538303375
student_resnet8x4_kd_s1,resnet8x4,kd,speckle_noise,4,0.10700000077486038,0.6622810363769531,8.51054573059082,1.4752655029296875,0.7692810297012329,0.4293999969959259,2.538343906402588,0.43290042877197266
student_resnet8x4_kd_s2,resnet8x4,kd,speckle_noise,4,0.11429999768733978,0.6148504614830017,7.619632720947266,1.41428804397583,0.7290424108505249,0.38269999623298645,2.6913721561431885,0.3757575750350952
student_resnet8x4_dkd_nckd,resnet8x4,dkd,speckle_noise,5,0.09520000219345093,0.3474428057670593,5.143720626831055,1.1453930139541626,0.44264286756515503,0.499099999666214,1.1880451440811157,0.49707871675491333
student_resnet8x4_dkd_s1,resnet8x4,dkd,speckle_noise,5,0.09059999883174896,0.5075569748878479,6.867517948150635,1.3070868253707886,0.5981569290161133,0.4648999869823456,1.307296633720398,0.45858633518218994
student_resnet8x4_dkd_s2,resnet8x4,dkd,speckle_noise,5,0.08100000023841858,0.6699428558349609,7.7766499519348145,1.514209508895874,0.7509428262710571,0.503000020980835,1.865226149559021,0.5100240707397461
student_resnet8x4_dkd_tckd,resnet8x4,dkd,speckle_noise,5,0.07119999825954437,0.7407184839248657,11.294989585876465,1.6006615161895752,0.8119184970855713,0.47029998898506165,3.0580105781555176,0.4871119260787964
student_resnet8x4_kd_s1,resnet8x4,kd,speckle_noise,5,0.0697999969124794,0.734428882598877,9.96867561340332,1.5932819843292236,0.8041698336601257,0.4765999913215637,2.4232280254364014,0.4888303279876709
student_resnet8x4_kd_s2,resnet8x4,kd,speckle_noise,5,0.07199999690055847,0.6584550142288208,8.583489418029785,1.4880269765853882,0.7304551005363464,0.38100001215934753,2.800384759902954,0.3830908536911011
student_resnet8x4_dkd_nckd,resnet8x4,dkd,gaussian_blur,1,0.7412999868392944,0.05046074464917183,0.9577316641807556,0.3627749979496002,0.6925612092018127,0.7745000123977661,0.5306221842765808,0.39676111936569214
student_resnet8x4_dkd_s1,resnet8x4,dkd,gaussian_blur,1,0.7513999938964844,0.04975910857319832,0.9395928978919983,0.3520486652851105,0.7901346683502197,0.7771999835968018,0.5391343235969543,0.37651821970939636
student_resnet8x4_dkd_s2,resnet8x4,dkd,gaussian_blur,1,0.7466999888420105,0.05379259213805199,0.9416357278823853,0.3534529209136963,0.7977278232574463,0.771399974822998,0.5528742671012878,0.3711200952529907
student_resnet8x4_dkd_tckd,resnet8x4,dkd,gaussian_blur,1,0.6722000241279602,0.11677481234073639,1.338954210281372,0.4711295962333679,0.7888469099998474,0.6913999915122986,1.1652171611785889,0.32208725810050964
