run,model,kd_method,corruption,severity,acc,ece,nll,brier,agreement,kl_ts,agreement_on_teacher_errors
student_resnet20_dkd_s2,resnet20,dkd,clean,0,0.7023000121116638,0.08146657049655914,1.0962735414505005,0.4143899977207184,0.7394999861717224,0.6464094519615173,0.3808528482913971
student_resnet20_dkd_s2,resnet20,dkd,gaussian_noise,1,0.34389999508857727,0.275757759809494,3.3281757831573486,0.8901879191398621,0.4925000071525574,1.3216150999069214,0.3689141571521759
student_resnet20_dkd_s2,resnet20,dkd,gaussian_noise,2,0.1891999989748001,0.4037068784236908,5.345598220825195,1.1283084154129028,0.4205000102519989,1.5062873363494873,0.37056899070739746
student_resnet20_dkd_s2,resnet20,dkd,gaussian_noise,3,0.1152999997138977,0.48198914527893066,7.028351783752441,1.259026050567627,0.39340001344680786,1.6148605346679688,0.367358922958374
student_resnet20_dkd_s2,resnet20,dkd,gaussian_noise,4,0.09480000287294388,0.5008527636528015,7.665740013122559,1.293108344078064,0.3808000087738037,1.6079118251800537,0.35791757702827454
student_resnet20_dkd_s2,resnet20,dkd,gaussian_noise,5,0.0803999975323677,0.5099496841430664,8.080402374267578,1.3105573654174805,0.388700008392334,1.5812630653381348,0.37208783626556396
student_resnet20_dkd_s2,resnet20,dkd,shot_noise,1,0.45730000734329224,0.1994306594133377,2.4698996543884277,0.7369920015335083,0.5444999933242798,1.163697361946106,0.34727606177330017
student_resnet20_dkd_s2,resnet20,dkd,shot_noise,2,0.3319000005722046,0.2807838022708893,3.4704999923706055,0.9072991013526917,0.4724000096321106,1.3516801595687866,0.34763601422309875
student_resnet20_dkd_s2,resnet20,dkd,shot_noise,3,0.16599999368190765,0.42496877908706665,5.80449914932251,1.166975736618042,0.4090999960899353,1.5633102655410767,0.3654184341430664
student_resnet20_dkd_s2,resnet20,dkd,shot_noise,4,0.12200000137090683,0.47352588176727295,6.694774150848389,1.2431702613830566,0.39590001106262207,1.591210126876831,0.3672041594982147
student_resnet20_dkd_s2,resnet20,dkd,shot_noise,5,0.08780000358819962,0.5085592269897461,7.673868656158447,1.3035335540771484,0.3937000036239624,1.6161208152770996,0.3774200677871704
student_resnet20_dkd_s2,resnet20,dkd,impulse_noise,1,0.5184000134468079,0.1412569284439087,2.020550012588501,0.6448649168014526,0.5625,1.1401093006134033,0.3105698227882385
student_resnet20_dkd_s2,resnet20,dkd,impulse_noise,2,0.33399999141693115,0.2500010132789612,3.3152272701263428,0.8873165845870972,0.4323999881744385,1.526893138885498,0.28978148102760315
student_resnet20_dkd_s2,resnet20,dkd,impulse_noise,3,0.20900000631809235,0.34309637546539307,4.583338260650635,1.0567630529403687,0.37059998512268066,1.708356499671936,0.29600104689598083
student_resnet20_dkd_s2,resnet20,dkd,impulse_noise,4,0.09799999743700027,0.4346843957901001,6.533594131469727,1.2182389497756958,0.3203999996185303,1.8784492015838623,0.2914350628852844
student_resnet20_dkd_s2,resnet20,dkd,impulse_noise,5,0.06360000371932983,0.4584487974643707,7.703126430511475,1.2681856155395508,0.2867000102996826,1.9688289165496826,0.2696216106414795
student_resnet20_dkd_s2,resnet20,dkd,defocus_blur,1,0.6996999979019165,0.0813959538936615,1.1160317659378052,0.41836798191070557,0.7353000044822693,0.6465088725090027,0.38260868191719055
student_resnet20_dkd_s2,resnet20,dkd,defocus_blur,2,0.66839998960495,0.09564293920993805,1.269012689590454,0.4615868031978607,0.7098000049591064,0.7126325368881226,0.3765811324119568
student_resnet20_dkd_s2,resnet20,dkd,defocus_blur,3,0.5925999879837036,0.13224098086357117,1.6703792810440063,0.5643917322158813,0.6470000147819519,0.9023963809013367,0.3590649664402008
student_resnet20_dkd_s2,resnet20,dkd,defocus_blur,4,0.48489999771118164,0.19625701010227203,2.3219497203826904,0.706159770488739,0.5777000188827515,1.1188026666641235,0.3603380620479584
student_resnet20_dkd_s2,resnet20,dkd,defocus_blur,5,0.3447999954223633,0.29715442657470703,3.454313278198242,0.9118189215660095,0.4884999990463257,1.3835690021514893,0.3501330316066742
student_resnet20_dkd_s2,resnet20,dkd,glass_blur,1,0.17800000309944153,0.49938058853149414,5.932949066162109,1.245300531387329,0.4643999934196472,1.7250206470489502,0.4262421429157257
student_resnet20_dkd_s2,resnet20,dkd,glass_blur,2,0.19280000030994415,0.4763328731060028,5.632410526275635,1.2111085653305054,0.4546000063419342,1.6542025804519653,0.4087553322315216
student_resnet20_dkd_s2,resnet20,dkd,glass_blur,3,0.21969999372959137,0.43172308802604675,5.064002513885498,1.1445921659469604,0.44760000705718994,1.5527902841567993,0.38385042548179626
student_resnet20_dkd_s2,resnet20,dkd,glass_blur,4,0.14550000429153442,0.5462700128555298,6.732417106628418,1.3262368440628052,0.4691999852657318,1.7360087633132935,0.4463467597961426
